C,CH2,NAN,CH,CH,NAN,NAN,2.69e-12,0.0,23550.0,1000.0,4000.0
C,OH,NAN,O,CH,NAN,NAN,2.25e-11,0.5,14800.0,493.0,41000.0
C,OH,NAN,CO,H,NAN,NAN,1.1e-10,0.5,0.0,10.0,300.0
C,O2,NAN,CO,O,NAN,NAN,3.3e-11,0.0,0.0,0.0,0.0
C,OH+,NAN,O,CH+,NAN,NAN,1.2e-09,0.0,0.0,10.0,41000.0
C,CH5+,NAN,CH4,CH+,NAN,NAN,1.2e-09,0.0,0.0,10.0,41000.0
C,H2O+,NAN,OH,CH+,NAN,NAN,1.1e-09,0.0,0.0,10.0,41000.0
C,H3O+,NAN,HCO+,H2,NAN,NAN,1e-11,0.0,0.0,10.0,41000.0
C,HCO+,NAN,CO,CH+,NAN,NAN,1.1e-09,0.0,0.0,10.0,41000.0
C,O2+,NAN,CO+,O,NAN,NAN,5.2e-11,0.0,0.0,10.0,41000.0
C,CO+,NAN,CO,C+,NAN,NAN,1.1e-10,0.0,0.0,10.0,41000.0
C,O2+,NAN,O2,C+,NAN,NAN,5.2e-11,0.0,0.0,10.0,41000.0
C,O+,NAN,CO+,PHOTON,NAN,NAN,4.69e-11,-3.08,-2114.0,2000.0,10000.0
C,O,NAN,CO,PHOTON,NAN,NAN,2.1e-19,0.0,0.0,10.0,300.0
C,O,NAN,CO,PHOTON,NAN,NAN,1.58e-17,0.34,1297.4,300.0,13900.0
C,PHOTON,NAN,C+,E-,NAN,NAN,3e-10,0.0,3.0,10.0,41000.0
C,CRP,NAN,C+,E-,NAN,NAN,2.3e-17,0.0,0.0,10.0,41000.0
C,CRPHOT,NAN,C+,E-,NAN,NAN,1.3e-17,0.0,510.0,10.0,41000.0
C+,OH,NAN,CO+,H,NAN,NAN,7.7e-10,0.0,0.0,10.0,41000.0
C+,OH,NAN,CO,H+,NAN,NAN,7.7e-10,0.0,0.0,0.0,0.0
C+,H2O,NAN,HCO+,H,NAN,NAN,9e-10,0.0,0.0,10.0,41000.0
C+,O2,NAN,CO+,O,NAN,NAN,3.8e-10,0.0,0.0,10.0,41000.0
C+,O2,NAN,CO,O+,NAN,NAN,6.2e-10,0.0,0.0,10.0,41000.0
C+,CH,NAN,CH+,C,NAN,NAN,3.8e-10,0.0,0.0,10.0,41000.0
C+,CH2,NAN,CH2+,C,NAN,NAN,5.2e-10,0.0,0.0,10.0,41000.0
C+,MG,NAN,MG+,C,NAN,NAN,1.1e-09,0.0,0.0,10.0,41000.0
C+,E-,NAN,C,PHOTON,NAN,NAN,4.67e-12,-0.6,0.0,10.0,7950.0
C+,E-,NAN,C,PHOTON,NAN,NAN,1.23e-17,2.49,-21845.6,7950.0,21140.0
C+,E-,NAN,C,PHOTON,NAN,NAN,9.62e-08,-1.37,115786.2,21140.0,41000.0
C+,O,NAN,CO+,PHOTON,NAN,NAN,2.5e-18,0.0,0.0,10.0,300.0
C+,O,NAN,CO+,PHOTON,NAN,NAN,3.14e-18,-0.15,68.0,300.0,13900.0
CH,O,NAN,OH,C,NAN,NAN,2.52e-11,0.0,2381.0,10.0,6000.0
CH,O,NAN,CO,H,NAN,NAN,6.6e-11,0.0,0.0,10.0,2000.0
CH,O,NAN,CO,H,NAN,NAN,1.02e-10,0.0,914.0,2000.0,6000.0
CH,CH4,NAN,CH3,CH2,NAN,NAN,2.28e-11,0.7,3000.0,100.0,300.0
CH,O2,NAN,CO,OH,NAN,NAN,2.6e-11,0.0,0.0,298.0,298.0
CH,O+,NAN,CO+,H,NAN,NAN,3.5e-10,0.0,0.0,10.0,41000.0
CH,OH+,NAN,O,CH2+,NAN,NAN,3.5e-10,0.0,0.0,10.0,41000.0
CH,CH5+,NAN,CH4,CH2+,NAN,NAN,6.9e-10,0.0,0.0,10.0,41000.0
CH,H2O+,NAN,OH,CH2+,NAN,NAN,3.4e-10,0.0,0.0,10.0,41000.0
CH,H3O+,NAN,H2O,CH2+,NAN,NAN,6.8e-10,0.0,0.0,10.0,41000.0
CH,CO+,NAN,HCO+,C,NAN,NAN,3.2e-10,0.0,0.0,10.0,41000.0
CH,HCO+,NAN,CO,CH2+,NAN,NAN,6.3e-10,0.0,0.0,10.0,41000.0
CH,O2+,NAN,HCO+,O,NAN,NAN,3.1e-10,0.0,0.0,10.0,41000.0
CH,O+,NAN,O,CH+,NAN,NAN,3.5e-10,0.0,0.0,10.0,41000.0
CH,OH+,NAN,OH,CH+,NAN,NAN,3.5e-10,0.0,0.0,10.0,41000.0
CH,H2O+,NAN,H2O,CH+,NAN,NAN,3.4e-10,0.0,0.0,10.0,41000.0
CH,CO+,NAN,CO,CH+,NAN,NAN,3.2e-10,0.0,0.0,10.0,41000.0
CH,O2+,NAN,O2,CH+,NAN,NAN,3.1e-10,0.0,0.0,10.0,41000.0
CH,PHOTON,NAN,CH+,E-,NAN,NAN,7.6e-10,0.0,2.8,10.0,41000.0
CH,PHOTON,NAN,C,H,NAN,NAN,8.6e-10,0.0,1.2,10.0,41000.0
CH,CRPHOT,NAN,C,H,NAN,NAN,1.3e-17,0.0,730.0,10.0,41000.0
CH,O,NAN,HCO+,E-,NAN,NAN,2e-11,0.44,0.0,10.0,1750.0
CH+,O,NAN,CO+,H,NAN,NAN,3.5e-10,0.0,0.0,10.0,41000.0
CH+,OH,NAN,CO+,H2,NAN,NAN,7.5e-10,0.0,0.0,10.0,41000.0
CH+,H2O,NAN,H3O+,C,NAN,NAN,5.8e-10,0.0,0.0,10.0,41000.0
CH+,H2O,NAN,HCO+,H2,NAN,NAN,2.9e-09,0.0,0.0,10.0,41000.0
CH+,O2,NAN,CO+,OH,NAN,NAN,1e-11,0.0,0.0,10.0,41000.0
CH+,O2,NAN,HCO+,O,NAN,NAN,9.7e-10,0.0,0.0,10.0,41000.0
CH+,MG,NAN,MG+,CH,NAN,NAN,3.6e-10,0.0,0.0,10.0,41000.0
CH+,E-,NAN,C,H,NAN,NAN,1.5e-07,-0.42,0.0,10.0,300.0
CH+,PHOTON,NAN,C,H+,NAN,NAN,2.5e-10,0.0,2.5,10.0,41000.0
CH+,CRPHOT,NAN,C+,H,NAN,NAN,1.3e-17,0.0,176.0,10.0,41000.0
CH2,CH2,NAN,CH3,CH,NAN,NAN,4e-10,0.0,5000.0,300.0,2500.0
CH2,O,NAN,OH,CH,NAN,NAN,4.98e-10,0.0,6000.0,1900.0,2300.0
CH2,O,NAN,CO,H,H,NAN,1.33e-10,0.0,0.0,10.0,2500.0
CH2,O,NAN,CO,H2,NAN,NAN,8e-11,0.0,0.0,1900.0,2600.0
CH2,CH4,NAN,CH3,CH3,NAN,NAN,7.13e-12,0.0,5050.0,296.0,2500.0
CH2,OH,NAN,O,CH3,NAN,NAN,1.44e-11,0.5,3000.0,100.0,300.0
CH2,OH,NAN,H2O,CH,NAN,NAN,1.44e-11,0.5,3000.0,100.0,300.0
CH2,O2,NAN,CO,H2O,NAN,NAN,2.48e-10,-3.3,1443.0,1000.0,1828.0
CH2,OH+,NAN,O,CH3+,NAN,NAN,4.8e-10,0.0,0.0,10.0,41000.0
CH2,CH5+,NAN,CH4,CH3+,NAN,NAN,9.6e-10,0.0,0.0,10.0,41000.0
CH2,H2O+,NAN,OH,CH3+,NAN,NAN,4.7e-10,0.0,0.0,10.0,41000.0
CH2,H3O+,NAN,H2O,CH3+,NAN,NAN,9.4e-10,0.0,0.0,10.0,41000.0
CH2,CO+,NAN,HCO+,CH,NAN,NAN,4.3e-10,0.0,0.0,10.0,41000.0
CH2,HCO+,NAN,CO,CH3+,NAN,NAN,8.6e-10,0.0,0.0,10.0,41000.0
CH2,O+,NAN,O,CH2+,NAN,NAN,9.7e-10,0.0,0.0,10.0,41000.0
CH2,OH+,NAN,OH,CH2+,NAN,NAN,4.8e-10,0.0,0.0,10.0,41000.0
CH2,H2O+,NAN,H2O,CH2+,NAN,NAN,4.7e-10,0.0,0.0,10.0,41000.0
CH2,CO+,NAN,CO,CH2+,NAN,NAN,4.3e-10,0.0,0.0,10.0,41000.0
CH2,O2+,NAN,O2,CH2+,NAN,NAN,4.3e-10,0.0,0.0,10.0,41000.0
CH2,PHOTON,NAN,CH2+,E-,NAN,NAN,1e-09,0.0,2.3,10.0,41000.0
CH2,PHOTON,NAN,CH,H,NAN,NAN,7.2e-10,0.0,1.7,10.0,41000.0
CH2,CRPHOT,NAN,CH2+,E-,NAN,NAN,1.3e-17,0.0,500.0,10.0,41000.0
CH2,CRPHOT,NAN,CH,H,NAN,NAN,1.3e-17,0.0,500.0,10.0,41000.0
CH2+,O,NAN,HCO+,H,NAN,NAN,7.5e-10,0.0,0.0,10.0,41000.0
CH2+,O2,NAN,HCO+,OH,NAN,NAN,9.1e-10,0.0,0.0,10.0,41000.0
CH2+,E-,NAN,CH,H,NAN,NAN,1.35e-07,-0.55,0.0,10.0,1000.0
CH2+,E-,NAN,C,H,H,NAN,4.03e-07,-0.6,0.0,100.0,1000.0
CH2+,E-,NAN,C,H2,NAN,NAN,1e-07,-0.55,0.0,10.0,1000.0
CH2+,PHOTON,NAN,CH+,H,NAN,NAN,1.7e-09,0.0,1.7,10.0,41000.0
CH3,CH3,NAN,CH4,CH2,NAN,NAN,7.13e-12,0.0,5052.0,1950.0,2300.0
CH3,OH,NAN,CH4,O,NAN,NAN,3.27e-14,2.2,2240.0,298.0,2500.0
CH3,OH,NAN,H2O,CH2,NAN,NAN,1.2e-10,0.0,1400.0,300.0,1000.0
CH3,H2O,NAN,OH,CH4,NAN,NAN,2.3e-15,3.47,6681.0,300.0,3000.0
CH3,PHOTON,NAN,CH3+,E-,NAN,NAN,1e-10,0.0,2.1,10.0,41000.0
CH3,PHOTON,NAN,CH2,H,NAN,NAN,2.5e-10,0.0,1.9,10.0,41000.0
CH3,PHOTON,NAN,CH,H2,NAN,NAN,2.5e-10,0.0,1.9,10.0,41000.0
CH3,CRPHOT,NAN,CH3+,E-,NAN,NAN,1.3e-17,0.0,500.0,10.0,41000.0
CH3,CRPHOT,NAN,CH2,H,NAN,NAN,1.3e-17,0.0,500.0,10.0,41000.0
CH3,CRPHOT,NAN,CH,H2,NAN,NAN,1.3e-17,0.0,500.0,10.0,41000.0
CH3+,O,NAN,HCO+,H2,NAN,NAN,4e-10,0.0,0.0,10.0,41000.0
CH3+,MG,NAN,MG+,CH3,NAN,NAN,3.5e-09,0.0,0.0,10.0,41000.0
CH3+,E-,NAN,CH2,H,NAN,NAN,1.4e-07,-0.5,0.0,10.0,300.0
CH3+,E-,NAN,CH,H2,NAN,NAN,4.9e-08,-0.5,0.0,10.0,300.0
CH3+,E-,NAN,CH,H,H,NAN,5.6e-08,-0.5,0.0,10.0,300.0
CH3+,E-,NAN,C,H2,H,NAN,1.05e-07,-0.5,0.0,10.0,300.0
CH3+,E-,NAN,CH3,PHOTON,NAN,NAN,1.1e-10,-0.5,0.0,10.0,300.0
CH3+,PHOTON,NAN,CH2+,H,NAN,NAN,1e-09,0.0,1.7,10.0,41000.0
CH3+,PHOTON,NAN,CH+,H2,NAN,NAN,1e-09,0.0,1.7,10.0,41000.0
CH4,OH,NAN,H2O,CH3,NAN,NAN,3.77e-13,2.42,1162.0,178.0,3000.0
CH4,OH+,NAN,CH5+,O,NAN,NAN,1.95e-10,0.0,0.0,10.0,41000.0
CH4,OH+,NAN,H3O+,CH2,NAN,NAN,1.31e-09,0.0,0.0,10.0,41000.0
CH4,H2O+,NAN,H3O+,CH3,NAN,NAN,1.4e-09,0.0,0.0,10.0,41000.0
CH4,CO+,NAN,HCO+,CH3,NAN,NAN,4.55e-10,0.0,0.0,10.0,41000.0
CH4,CO+,NAN,CO,CH4+,NAN,NAN,7.93e-10,0.0,0.0,10.0,41000.0
CH4,PHOTON,NAN,CH3,H,NAN,NAN,2.2e-10,0.0,2.2,10.0,41000.0
CH4,PHOTON,NAN,CH2,H2,NAN,NAN,9.8e-10,0.0,2.2,10.0,41000.0
CH4,PHOTON,NAN,CH,H2,H,NAN,2.2e-10,0.0,2.2,10.0,41000.0
CH4,CRPHOT,NAN,CH2,H2,NAN,NAN,1.3e-17,0.0,2339.0,10.0,41000.0
CH4+,CH4,NAN,CH5+,CH3,NAN,NAN,1.5e-09,0.0,0.0,10.0,41000.0
CH4+,H2O,NAN,H3O+,CH3,NAN,NAN,2.6e-09,0.0,0.0,10.0,41000.0
CH4+,CO,NAN,HCO+,CH3,NAN,NAN,1.4e-09,0.0,0.0,10.0,41000.0
CH4+,O2,NAN,O2+,CH4,NAN,NAN,4e-10,0.0,0.0,10.0,41000.0
CH4+,E-,NAN,CH3,H,NAN,NAN,1.75e-07,-0.5,0.0,10.0,300.0
CH4+,E-,NAN,CH2,H,H,NAN,1.75e-07,-0.5,0.0,10.0,300.0
CH5+,H2O,NAN,H3O+,CH4,NAN,NAN,3.7e-09,0.0,0.0,10.0,41000.0
CH5+,MG,NAN,MG+,CH4,H,NAN,1.4e-09,0.0,0.0,10.0,41000.0
CH5+,CO,NAN,HCO+,CH4,NAN,NAN,1e-09,0.0,0.0,10.0,41000.0
CH5+,E-,NAN,CH3,H2,NAN,NAN,5.5e-07,-0.3,0.0,10.0,300.0
CH5+,E-,NAN,CH4,H,NAN,NAN,5.5e-07,-0.3,0.0,10.0,300.0
CO,PHOTON,NAN,O,C,NAN,NAN,2e-10,0.0,2.5,10.0,41000.0
CO,CRP,NAN,CO+,E-,NAN,NAN,3.9e-17,0.0,0.0,10.0,41000.0
CO,CRPHOT,NAN,O,C,NAN,NAN,1.3e-17,1.17,210.0,10.0,41000.0
CO+,O2,NAN,O2+,CO,NAN,NAN,1.2e-10,0.0,0.0,10.0,41000.0
CO+,E-,NAN,O,C,NAN,NAN,2e-07,-0.48,0.0,10.0,10000.0
H,CH,NAN,C,H2,NAN,NAN,2.7e-11,0.38,0.0,300.0,2000.0
H,CH2,NAN,CH,H2,NAN,NAN,6.64e-11,0.0,0.0,300.0,2500.0
H,CH3,NAN,CH2,H2,NAN,NAN,1e-10,0.0,7600.0,300.0,2500.0
H,CH4,NAN,CH3,H2,NAN,NAN,5.94e-13,3.0,4045.0,300.0,2500.0
H,OH,NAN,O,H2,NAN,NAN,6.99e-14,2.8,1950.0,300.0,2500.0
H,H2O,NAN,OH,H2,NAN,NAN,1.59e-11,1.2,9610.0,250.0,3000.0
H,CO,NAN,OH,C,NAN,NAN,1.1e-10,0.5,77700.0,2590.0,41000.0
H,O2,NAN,OH,O,NAN,NAN,2.61e-10,0.0,8156.0,250.0,4000.0
H,CH+,NAN,C+,H2,NAN,NAN,7.5e-10,0.0,0.0,10.0,300.0
H,CH2+,NAN,CH+,H2,NAN,NAN,1e-09,0.0,7080.0,236.0,300.0
H,CH3+,NAN,CH2+,H2,NAN,NAN,7e-10,0.0,10560.0,352.0,41000.0
H,CH4+,NAN,CH3+,H2,NAN,NAN,1e-11,0.0,0.0,10.0,41000.0
H,CH5+,NAN,CH4+,H2,NAN,NAN,2e-11,0.0,0.0,10.0,41000.0
H,H2+,NAN,H2,H+,NAN,NAN,6.4e-10,0.0,0.0,10.0,41000.0
H,HE+,NAN,HE,H+,NAN,NAN,4.85e-15,0.18,0.0,10.0,1000.0
H,HE+,NAN,HE,H+,NAN,NAN,3.28e-15,0.5,0.0,1000.0,41000.0
H,O+,NAN,O,H+,NAN,NAN,5.66e-10,0.36,-8.6,10.0,41000.0
H,CO+,NAN,CO,H+,NAN,NAN,7.5e-10,0.0,0.0,10.0,41000.0
H,C,NAN,CH,PHOTON,NAN,NAN,1e-17,0.0,0.0,10.0,300.0
H,C+,NAN,CH+,PHOTON,NAN,NAN,1.7e-17,0.0,0.0,10.0,300.0
H,O,NAN,OH,PHOTON,NAN,NAN,9.9e-19,-0.38,0.0,10.0,300.0
H,OH,NAN,H2O,PHOTON,NAN,NAN,5.26e-18,-5.22,90.0,20.0,300.0
H,CRP,NAN,H+,E-,NAN,NAN,5.98e-18,0.0,0.0,10.0,41000.0
H,H2,NAN,H,H,H,NAN,4.67e-07,-1.0,55000.0,1833.0,41000.0
H,CH,NAN,C,H,H,NAN,6e-09,0.0,40200.0,1340.0,41000.0
H,OH,NAN,O,H,H,NAN,6e-09,0.0,50900.0,1696.0,41000.0
