NAME,MASS,BINDING ENERGY,DESORPTION PREFACTOR,DIFFUSION BARRIER,DIFFUSION PREFACTOR,SOLID_FRACTION,MONO_FRACTION,VOLCANO_FRACTION,ENTHALPY,Ix,Iy,Iz,SYMMETRY FACTOR
S2+,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246.6682600382409,-999.0,-999.0,-999.0,-1
SO2+,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213.84560229445503,-999.0,-999.0,-999.0,-1
SO2,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-70.92495219885276,-999.0,-999.0,-999.0,-1
HS2,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-1
HS2+,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-1
HOSO+,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-1
H2S2+,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-1
H2S2,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-1
#H,1,650.0,0.0,0.0,0.0,0.0,0.0,0.0,51.63,-999.0,-999.0,-999.0,-1
#H2,2,440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-1
#HE,4,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-1
#C,12,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,-999.0,-999.0,-999.0,-1
#CH,13,925.0,0.0,0.0,0.0,0.35,0.7,0.667,142.0,-999.0,-999.0,-999.0,-1
#CH2,14,1400.0,0.0,0.0,0.0,0.0,0.7,0.667,93.2,-999.0,-999.0,-999.0,-1
#N,14,720.0,0.0,0.0,0.0,0.0,0.0,0.0,112.5,-999.0,-999.0,-999.0,-1
#CH3,15,1600.0,0.0,0.0,0.0,0.0,0.7,0.667,35.6,-999.0,-999.0,-999.0,-1
#NH,15,2600.0,0.0,0.0,0.0,0.0,0.7,0.667,85.7,-999.0,-999.0,-999.0,-1
#CH4,16,960.0,0.0,0.0,0.0,0.0,0.7,0.667,-15.9,-999.0,-999.0,-999.0,-1
#NH2,16,3200.0,0.0,0.0,0.0,0.0,0.0,0.0,46.2,-999.0,-999.0,-999.0,-1
#O,16,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,-999.0,-999.0,-999.0,-1
#NH3,17,5500.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.3,-999.0,-999.0,-999.0,-1
#OH,17,4600.0,0.0,0.0,0.0,0.0,0.7,0.667,8.8,-999.0,-999.0,-999.0,-1
#H2O,18,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,-57.1,-999.0,-999.0,-999.0,-1
#C2,24,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,196.6,-999.0,-999.0,-999.0,-1
#MG,24,5300.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,-999.0,-999.0,-999.0,-1
#C2H,25,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,134.79,-999.0,-999.0,-999.0,-1
#C2H2,26,2587.0,0.0,0.0,0.0,0.0,0.1,0.5,54.5,-999.0,-999.0,-999.0,-1
#CN,26,2800.0,0.0,0.0,0.0,0.0,0.0,0.0,16.07,-999.0,-999.0,-999.0,-1
#HCN,27,3700.0,0.0,0.0,0.0,0.0,0.1,0.5,31.6,-999.0,-999.0,-999.0,-1
#HNC,27,3800.0,0.0,0.0,0.0,0.0,0.1,0.5,46.4,-999.0,-999.0,-999.0,-1
#C2H3,27,2800.0,0.0,0.0,0.0,0.0,0.0,0.0,62.7,-999.0,-999.0,-999.0,-1
#CO,28,1300.0,0.0,0.0,0.0,0.35,0.7,0.667,-27.2,-999.0,-999.0,-999.0,-1
#N2,28,1100.0,0.0,0.0,0.0,0.35,0.7,0.667,0.0,-999.0,-999.0,-999.0,-1
#H2CN,28,2400.0,0.0,0.0,0.0,0.0,0.0,0.0,55.7,-999.0,-999.0,-999.0,-1
#C2H4,28,2500.0,0.0,0.0,0.0,0.0,0.0,0.5,14.6,-999.0,-999.0,-999.0,-1
#SI,28,11600.0,0.0,0.0,0.0,0.0,0.0,0.0,11.58,-999.0,-999.0,-999.0,-1
#HCO,29,2400.0,0.0,0.0,0.0,0.0,0.1,0.5,10.0,-999.0,-999.0,-999.0,-1
#C2H5,29,3100.0,0.0,0.0,0.0,0.0,0.0,0.0,28.3,-999.0,-999.0,-999.0,-1
#SIH,29,11950.0,0.0,0.0,0.0,0.0,0.0,0.0,90.1,-999.0,-999.0,-999.0,-1
#NO,30,1600.0,0.0,0.0,0.0,0.0,0.7,0.667,21.69,-999.0,-999.0,-999.0,-1
#H2CO,30,4500.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.1,-999.0,-999.0,-999.0,-1
#SIH2,30,12300.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,-999.0,-999.0,-999.0,-1
#H2COH,31,4400.0,0.0,0.0,0.0,0.0,0.1,0.5,4.25,-999.0,-999.0,-999.0,-1
#HNO,31,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,26.3,-999.0,-999.0,-999.0,-1
#CH2OH,31,5084.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-1
#SIH3,31,12650.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,-999.0,-999.0,-999.0,-1
#O2,32,1200.0,0.0,0.0,0.0,0.35,0.7,0.667,0.0,-999.0,-999.0,-999.0,-1
#CH3OH,32,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,-45.4,-999.0,-999.0,-999.0,-1
#SIH4,32,13000.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,-999.0,-999.0,-999.0,-1
#S,32,2600.0,0.0,0.0,0.0,0.0,0.0,0.0,277.0,-999.0,-999.0,-999.0,-1
#O2H,33,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,3.63,-999.0,-999.0,-999.0,-1
#HS,33,1450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-1
#H2S,34,2700.0,0.0,0.0,0.0,0.0,0.1,0.5,-4.2,-999.0,-999.0,-999.0,-1
#CL,35,5172.0,0.0,0.0,0.0,0.0,0.0,0.0,-39.91,-999.0,-999.0,-999.0,-1
#HCL,36,5172.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.0,-999.0,-999.0,-999.0,-1
#C2N,38,2400.0,0.0,0.0,0.0,0.0,0.0,0.0,674.0,-999.0,-999.0,-999.0,-1
#C3H2,38,5900.0,0.0,0.0,0.0,0.0,0.0,0.0,137.83,-999.0,-999.0,-999.0,-1
#CH3CCH,40,3000.0,0.0,0.0,0.0,0.0,0.0,0.5,47.7,-999.0,-999.0,-999.0,-1
#SIC,40,3500.0,0.0,0.0,0.0,0.0,0.0,0.0,170.88,-999.0,-999.0,-999.0,-1
#CH3CN,41,4680.0,0.0,0.0,0.0,0.0,0.0,0.5,19.0,-999.0,-999.0,-999.0,-1
#CH2CO,42,2800.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.7,-999.0,-999.0,-999.0,-1
#CH3CNH,42,3740.0,0.0,0.0,0.0,0.0,0.1,0.5,195.0,-999.0,-999.0,-999.0,-1
#OCN,42,2400.0,0.0,0.0,0.0,0.0,0.0,0.0,30.6,-999.0,-999.0,-999.0,-1
#HNCO,43,4400.0,0.0,0.0,0.0,0.0,0.0,0.0,-28.45,-999.0,-999.0,-999.0,-1
#SIO,44,3500.0,0.0,0.0,0.0,0.35,0.7,0.667,-24.3,-999.0,-999.0,-999.0,-1
#CS,44,3200.0,0.0,0.0,0.0,0.0,0.7,0.667,65.3,-999.0,-999.0,-999.0,-1
#CO2,44,2600.0,0.0,0.0,0.0,0.0,0.24,0.92,-93.96,-999.0,-999.0,-999.0,-1
#CH3CHO,44,5400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-1
#HCS,45,2900.0,0.0,0.0,0.0,0.0,0.0,0.0,71.7,-999.0,-999.0,-999.0,-1
#HSIO,45,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.3,-999.0,-999.0,-999.0,-1
#NH2CHO,45,6300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-1
#HCOO,45,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-1
#H2CS,46,4400.0,0.0,0.0,0.0,0.0,0.0,0.0,28.3,-999.0,-999.0,-999.0,-1
#NO2,46,2400.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,-999.0,-999.0,-999.0,-1
#NS,46,1900.0,0.0,0.0,0.0,0.0,0.1,0.5,63.8,-999.0,-999.0,-999.0,-1
#H2SIO,46,4400.0,0.0,0.0,0.0,0.0,0.0,0.5,-999.0,-999.0,-999.0,-999.0,-1
#HCOOH,46,5570.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-1
#SO,48,2800.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,-999.0,-999.0,-999.0,-1
#C4H,49,3737.0,0.0,0.0,0.0,0.0,0.0,0.0,191.11,-999.0,-999.0,-999.0,-1
#C3N,50,3200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-1
#HC3N,51,4580.0,0.0,0.0,0.0,0.0,0.0,0.5,84.0,-999.0,-999.0,-999.0,-1
#NCCN,52,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,73.46,-999.0,-999.0,-999.0,-1
#SIC2,52,4300.0,0.0,0.0,0.0,0.0,0.0,0.0,149.38,-999.0,-999.0,-999.0,-1
#SIS,60,3800.0,0.0,0.0,0.0,0.0,0.7,0.667,0.0,-999.0,-999.0,-999.0,-1
#OCS,60,2400.0,0.0,0.0,0.0,0.0,0.0,0.5,-34.0,-999.0,-999.0,-999.0,-1
#C4N,62,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,189.0,-999.0,-999.0,-999.0,-1
#SIC3,64,5100.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-1
#SO2,64,3400.0,0.0,0.0,0.0,0.0,0.0,0.5,-70.3,-999.0,-999.0,-999.0,-1
#S2,64,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,-999.0,-999.0,-999.0,-1
#HS2,65,5200.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,-999.0,-999.0,-999.0,-1
#H2S2,66,5400.0,0.0,0.0,0.0,0.0,0.0,0.0,345.8,-999.0,-999.0,-999.0,-1
@H,1,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,51.63,-999.0,-999.0,-999.0,-1
@H2,2,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-1
@HE,4,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-1
@C,12,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,-999.0,-999.0,-999.0,-1
@CH,13,5600.0,0.0,0.0,0.0,0.35,0.7,0.667,142.0,-999.0,-999.0,-999.0,-1
@CH2,14,5600.0,0.0,0.0,0.0,0.0,0.7,0.667,93.2,-999.0,-999.0,-999.0,-1
@N,14,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,112.5,-999.0,-999.0,-999.0,-1
@CH3,15,5600.0,0.0,0.0,0.0,0.0,0.7,0.667,35.6,-999.0,-999.0,-999.0,-1
@NH,15,5600.0,0.0,0.0,0.0,0.0,0.7,0.667,85.7,-999.0,-999.0,-999.0,-1
@CH4,16,5600.0,0.0,0.0,0.0,0.0,0.7,0.667,-15.9,-999.0,-999.0,-999.0,-1
@NH2,16,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,46.2,-999.0,-999.0,-999.0,-1
@O,16,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,-999.0,-999.0,-999.0,-1
@NH3,17,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.3,-999.0,-999.0,-999.0,-1
@OH,17,5600.0,0.0,0.0,0.0,0.0,0.7,0.667,8.8,-999.0,-999.0,-999.0,-1
@H2O,18,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,-57.1,-999.0,-999.0,-999.0,-1
@C2,24,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,196.6,-999.0,-999.0,-999.0,-1
@MG,24,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,-999.0,-999.0,-999.0,-1
@C2H,25,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,134.79,-999.0,-999.0,-999.0,-1
@C2H2,26,5600.0,0.0,0.0,0.0,0.0,0.1,0.5,54.5,-999.0,-999.0,-999.0,-1
@CN,26,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,16.07,-999.0,-999.0,-999.0,-1
@HCN,27,5600.0,0.0,0.0,0.0,0.0,0.1,0.5,31.6,-999.0,-999.0,-999.0,-1
@HNC,27,5600.0,0.0,0.0,0.0,0.0,0.1,0.5,46.4,-999.0,-999.0,-999.0,-1
@C2H3,27,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,62.7,-999.0,-999.0,-999.0,-1
@CO,28,5600.0,0.0,0.0,0.0,0.35,0.7,0.667,-27.2,-999.0,-999.0,-999.0,-1
@N2,28,5600.0,0.0,0.0,0.0,0.35,0.7,0.667,0.0,-999.0,-999.0,-999.0,-1
@H2CN,28,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,55.7,-999.0,-999.0,-999.0,-1
@C2H4,28,5600.0,0.0,0.0,0.0,0.0,0.0,0.5,14.6,-999.0,-999.0,-999.0,-1
@SI,28,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,11.58,-999.0,-999.0,-999.0,-1
@HCO,29,5600.0,0.0,0.0,0.0,0.0,0.1,0.5,10.0,-999.0,-999.0,-999.0,-1
@C2H5,29,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,28.3,-999.0,-999.0,-999.0,-1
@SIH,29,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,90.1,-999.0,-999.0,-999.0,-1
@NO,30,5600.0,0.0,0.0,0.0,0.0,0.7,0.667,21.69,-999.0,-999.0,-999.0,-1
@H2CO,30,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.1,-999.0,-999.0,-999.0,-1
@SIH2,30,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,-999.0,-999.0,-999.0,-1
@H2COH,31,5600.0,0.0,0.0,0.0,0.0,0.1,0.5,4.25,-999.0,-999.0,-999.0,-1
@HNO,31,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,26.3,-999.0,-999.0,-999.0,-1
@CH2OH,31,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-1
@SIH3,31,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,-999.0,-999.0,-999.0,-1
@O2,32,5600.0,0.0,0.0,0.0,0.35,0.7,0.667,0.0,-999.0,-999.0,-999.0,-1
@CH3OH,32,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,-45.4,-999.0,-999.0,-999.0,-1
@SIH4,32,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,-999.0,-999.0,-999.0,-1
@S,32,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,277.0,-999.0,-999.0,-999.0,-1
@O2H,33,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,3.63,-999.0,-999.0,-999.0,-1
@HS,33,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-1
@H2S,34,5600.0,0.0,0.0,0.0,0.0,0.1,0.5,-4.2,-999.0,-999.0,-999.0,-1
@CL,35,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,-39.91,-999.0,-999.0,-999.0,-1
@HCL,36,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.0,-999.0,-999.0,-999.0,-1
@C2N,38,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,674.0,-999.0,-999.0,-999.0,-1
@C3H2,38,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,137.83,-999.0,-999.0,-999.0,-1
@CH3CCH,40,5600.0,0.0,0.0,0.0,0.0,0.0,0.5,47.7,-999.0,-999.0,-999.0,-1
@SIC,40,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,170.88,-999.0,-999.0,-999.0,-1
@CH3CN,41,5600.0,0.0,0.0,0.0,0.0,0.0,0.5,19.0,-999.0,-999.0,-999.0,-1
@CH2CO,42,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.7,-999.0,-999.0,-999.0,-1
@CH3CNH,42,5600.0,0.0,0.0,0.0,0.0,0.1,0.5,195.0,-999.0,-999.0,-999.0,-1
@OCN,42,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,30.6,-999.0,-999.0,-999.0,-1
@HNCO,43,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,-28.45,-999.0,-999.0,-999.0,-1
@SIO,44,5600.0,0.0,0.0,0.0,0.35,0.7,0.667,-24.3,-999.0,-999.0,-999.0,-1
@CS,44,5600.0,0.0,0.0,0.0,0.0,0.7,0.667,65.3,-999.0,-999.0,-999.0,-1
@CO2,44,5600.0,0.0,0.0,0.0,0.0,0.24,0.92,-93.96,-999.0,-999.0,-999.0,-1
@CH3CHO,44,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-1
@HCS,45,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,71.7,-999.0,-999.0,-999.0,-1
@HSIO,45,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.3,-999.0,-999.0,-999.0,-1
@NH2CHO,45,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-1
@HCOO,45,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-1
@H2CS,46,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,28.3,-999.0,-999.0,-999.0,-1
@NO2,46,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,-999.0,-999.0,-999.0,-1
@NS,46,5600.0,0.0,0.0,0.0,0.0,0.1,0.5,63.8,-999.0,-999.0,-999.0,-1
@H2SIO,46,5600.0,0.0,0.0,0.0,0.0,0.0,0.5,-999.0,-999.0,-999.0,-999.0,-1
@HCOOH,46,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-1
@SO,48,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,-999.0,-999.0,-999.0,-1
@C4H,49,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,191.11,-999.0,-999.0,-999.0,-1
@C3N,50,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-1
@HC3N,51,5600.0,0.0,0.0,0.0,0.0,0.0,0.5,84.0,-999.0,-999.0,-999.0,-1
@NCCN,52,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,73.46,-999.0,-999.0,-999.0,-1
@SIC2,52,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,149.38,-999.0,-999.0,-999.0,-1
@SIS,60,5600.0,0.0,0.0,0.0,0.0,0.7,0.667,0.0,-999.0,-999.0,-999.0,-1
@OCS,60,5600.0,0.0,0.0,0.0,0.0,0.0,0.5,-34.0,-999.0,-999.0,-999.0,-1
@C4N,62,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,189.0,-999.0,-999.0,-999.0,-1
@SIC3,64,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-1
@SO2,64,5600.0,0.0,0.0,0.0,0.0,0.0,0.5,-70.3,-999.0,-999.0,-999.0,-1
@S2,64,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,-999.0,-999.0,-999.0,-1
@HS2,65,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,-999.0,-999.0,-999.0,-1
@H2S2,66,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,345.8,-999.0,-999.0,-999.0,-1
E-,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-1
BULK,999,999.0,0.0,0.0,0.0,999.0,999.0,999.0,999.0,-999.0,-999.0,-999.0,-1
SURFACE,999,999.0,0.0,0.0,0.0,999.0,999.0,999.0,999.0,-999.0,-999.0,-999.0,-1
